          64
   23.392141905702925        23.392141905702925        23.392141905702925     
     1     4.00000     9.00000     4.12580     0.00000     0.00000     0.00000     0.72985     0.32654     0.62900
     2    19.84804     9.00000     2.78900     0.00000     0.00000     0.00000    -0.78741     0.29410     0.22580
     3     4.69607    22.00000     7.00000     0.00000     0.00000     0.00000     0.48105     0.85974    -0.20850
     4    17.54411    18.00000     4.00000     0.00000     0.00000     0.00000     0.14105     0.62984    -0.90660
     5     4.00000     5.84804    11.00000     0.00000     0.00000     0.00000    -0.24510     0.20147     0.18795
     6     5.84804     5.84804     2.00000     0.00000     0.00000     0.00000     0.11956     0.98747     0.41523
     7    13.69607     8.84804     8.00000     0.00000     0.00000     0.00000     0.47152    -0.47956    -0.83847
     8     7.54411     5.84804     5.00000     0.00000     0.00000     0.00000    -0.40985     0.70941    -0.56398
     9    11.00000    11.69607    16.10000     0.00000     0.00000     0.00000     0.17450     0.23147     0.14456
    10     5.84804     6.69607    20.02400     0.00000     0.00000     0.00000    -0.91054     0.70814     0.79989
    11    14.69607    11.69607    13.98700     0.00000     0.00000     0.00000    -0.19408     0.94925    -0.57312
    12    17.54411     9.69607     8.00000     0.00000     0.00000     0.00000     0.31057     0.53624    -0.73454
    13    10.00000    17.54411     1.00234     0.00000     0.00000     0.00000     0.27458     0.17750    -0.81098
    14     5.84804    17.54411    10.00000     0.00000     0.00000     0.00000     0.38457     0.30350    -0.92365
    15    11.69607    17.54411    14.00000     0.00000     0.00000     0.00000     0.87451     0.24725    -0.42158
    16    17.54411    17.54411    20.10000     0.00000     0.00000     0.00000     0.17988    -0.34750    -0.13526
    17     4.55000     5.00429     5.84804     0.00000     0.00000     0.00000     0.77100     0.92004    -0.73158
    18     5.84804     1.00000    10.48049     0.00000     0.00000     0.00000     0.74045     0.67209     0.00094
    19    11.69607    12.00000    18.84804     0.00000     0.00000     0.00000     0.26985     0.56710    -0.50748
    20    17.54411     8.00000     5.84804     0.00000     0.00000     0.00000     0.14857     0.59101     0.81745
    21     1.12533     5.84804     5.84804     0.00000     0.00000     0.00000    -0.37485     0.13352     0.67845
    22     5.84804    17.84804     5.84804     0.00000     0.00000     0.00000    -0.52148     0.24305    -0.20456
    23    11.69607     5.84804     5.84804     0.00000     0.00000     0.00000     0.78954    -0.11745    -0.23314
    24    17.54411     5.84804     5.84804     0.00000     0.00000     0.00000     0.23159    -0.15935    -0.04598
    25     0.00250    11.69607     5.84804     0.00000     0.00000     0.00000     0.42587     0.26709    -0.59278
    26     5.84804    11.69607     5.84804     0.00000     0.00000     0.00000     0.43358     0.64109     0.61324
    27    11.69607    11.69607     5.84804     0.00000     0.00000     0.00000     0.80725     0.15906    -0.69718
    28    17.54411    11.69607     5.84804     0.00000     0.00000     0.00000    -0.98521    -0.10101     0.29658
    29     0.45700    17.54411     5.84804     0.00000     0.00000     0.00000    -0.23158     0.19852     0.80474
    30     5.84804    17.54411     5.84804     0.00000     0.00000     0.00000     0.65471     0.54125     0.20909
    31    11.69607    17.54411     5.84804     0.00000     0.00000     0.00000     0.70985     0.23500    -0.82645
    32    17.54411    17.54411     5.84804     0.00000     0.00000     0.00000     0.56214     0.70910    -0.71829
    33     0.00000    12.00000    11.69607     0.00000     0.00000     0.00000     0.40325     0.40321     0.12608
    34     5.84804    25.78560    11.69607     0.00000     0.00000     0.00000     0.50785     0.65741     0.06588
    35    11.69607    15.00000    18.69607     0.00000     0.00000     0.00000     0.50004     0.93500     0.82547
    36    17.54411    10.00000    11.69607     0.00000     0.00000     0.00000     0.21458     0.61237    -0.29701
    37     0.00000     5.84804    11.69607     0.00000     0.00000     0.00000    -0.49351    -0.88110    -0.81628
    38     5.84804     5.84804    11.69607     0.00000     0.00000     0.00000     0.20589     0.11500     0.74190
    39    11.69607     5.84804    11.69607     0.00000     0.00000     0.00000     0.81345     0.63250     0.50859
    40    17.54411     5.84804    11.69607     0.00000     0.00000     0.00000     0.33954    -0.26310     0.02789
    41     8.07520    11.69607    11.69607     0.00000     0.00000     0.00000     0.61111    -0.26951    -0.98211
    42     5.84804    11.69607    11.69607     0.00000     0.00000     0.00000     0.71548     0.74501     0.04798
    43    11.69607    11.69607    11.69607     0.00000     0.00000     0.00000     0.15741     0.23104     0.67214
    44    17.54411    11.69607    11.69607     0.00000     0.00000     0.00000     0.16122    -0.25013     0.60924
    45     4.45450    17.54411    11.69607     0.00000     0.00000     0.00000    -0.13109     0.12581    -0.17900
    46     5.84804    17.54411    11.69607     0.00000     0.00000     0.00000    -0.19689    -0.62904    -0.05477
    47    11.69607    17.54411    11.69607     0.00000     0.00000     0.00000     0.47519     0.22917    -0.24507
    48    17.54411    17.54411    11.69607     0.00000     0.00000     0.00000     0.40714     0.19185     0.92358
    49     9.00000     3.00000    17.54411     0.00000     0.00000     0.00000     0.17985     0.38940     0.44578
    50     5.84804     4.00000    17.54411     0.00000     0.00000     0.00000     0.59349    -0.97710     0.77144
    51    11.69607    22.00000    17.54411     0.00000     0.00000     0.00000     0.22931     0.25340    -0.37254
    52    17.54411     2.00000    17.54411     0.00000     0.00000     0.00000    -0.12855    -0.24970     0.03989
    53    12.00000     5.84804    17.54411     0.00000     0.00000     0.00000     0.61823     0.56840     0.27892
    54     5.84804     5.84804    17.54411     0.00000     0.00000     0.00000     0.21715    -0.19741    -0.67103
    55    11.69607     5.84804    17.54411     0.00000     0.00000     0.00000     0.39517     0.55126     0.40982
    56    17.54411     5.84804    17.54411     0.00000     0.00000     0.00000    -0.78952     0.65383    -0.84795
    57     7.00000    11.69607    17.54411     0.00000     0.00000     0.00000     0.84521     0.62298    -0.16698
    58     5.84804    11.69607    17.54411     0.00000     0.00000     0.00000     0.14559    -0.25681    -0.34970
    59    11.69607    11.69607    17.54411     0.00000     0.00000     0.00000    -0.19925    -0.94078    -0.34810
    60    17.54411    11.69607    17.54411     0.00000     0.00000     0.00000     0.63194     0.12684    -0.11326
    61     9.04571    17.54411    17.54411     0.00000     0.00000     0.00000     0.70566     0.29430     0.00099
    62     5.84804    17.54411    17.54411     0.00000     0.00000     0.00000    -0.35984     0.15472     0.88215
    63    11.69607    17.54411    17.54411     0.00000     0.00000     0.00000     0.86459     0.45812     0.13475
    64    12.54411    12.54411    12.54411     0.00000     0.00000     0.00000     0.77739     0.61237     0.12365
